	Inoculation	Means	sd	se	test	p.value	eff.size	CI.lower	CI.upper	label	Compound	Medium	diff	perc.rel.change	media.comp
403	Abiotic Control	-2.08128935985867	1.06357442834877	0.614054982510367	Welch Two Sample t-test	0.0051226383175676	-9.45557716883028	-17.3659262048715	-1.54522813278906	Effect size: -9.46	X162.108.0587mz.6.19min	0.1 TSBA + AA	7.29161905280249	139.945444578628	0.1 TSBA + AA, X162.108.0587mz.6.19min
404	Burkholderia sp. AD24	5.21032969294383	0.241118236514617	0.139209678758242	Welch Two Sample t-test	0.0051226383175676	-9.45557716883028	-17.3659262048715	-1.54522813278906	Effect size: -9.46	X162.108.0587mz.6.19min	0.1 TSBA + AA	7.29161905280249	139.945444578628	0.1 TSBA + AA, X162.108.0587mz.6.19min
415	Abiotic Control	3.65468735272127	0.382592696992251	0.220889996598461	Welch Two Sample t-test	0.000176351285316258	33.0866152922515	6.47128233756319	59.7019482469398	Effect size: 33.09	X197.106.0376mz.7.03min	0.1 TSBA + AA	-9.40829722799018	163.519901973723	0.1 TSBA + AA, X197.106.0376mz.7.03min
416	Burkholderia sp. AD24	-5.75360987526891	0.123841574138217	0.0714999661655668	Welch Two Sample t-test	0.000176351285316258	33.0866152922515	6.47128233756319	59.7019482469398	Effect size: 33.09	X197.106.0376mz.7.03min	0.1 TSBA + AA	-9.40829722799018	163.519901973723	0.1 TSBA + AA, X197.106.0376mz.7.03min
421	Abiotic Control	-5.6329303890237	0.166058514582387	0.0958739280953705	Welch Two Sample t-test	0.00515750317624682	-10.8129765259695	-19.7710631537591	-1.85488989817981	Effect size: -10.81	X205.125.9539mz.7.20min	0.1 TSBA + AA	11.7146682966443	192.620406774936	0.1 TSBA + AA, X205.125.9539mz.7.20min
422	Burkholderia sp. AD24	6.08173790762063	1.52311897611181	0.879373150865981	Welch Two Sample t-test	0.00515750317624682	-10.8129765259695	-19.7710631537591	-1.85488989817981	Effect size: -10.81	X205.125.9539mz.7.20min	0.1 TSBA + AA	11.7146682966443	192.620406774936	0.1 TSBA + AA, X205.125.9539mz.7.20min
429	Abiotic Control	-3.20168010780441	1.06798260566722	0.616600044871805	Welch Two Sample t-test	0.000447868549373502	-8.68537445357386	-16.0064434804046	-1.3643054267431	Effect size: -8.69	X217.103.0354mz.7.42min	0.1 TSBA + AA	9.51266929255652	150.731826882859	0.1 TSBA + AA, X217.103.0354mz.7.42min
430	Burkholderia sp. AD24	6.31098918475211	1.12185774371758	0.647704870327812	Welch Two Sample t-test	0.000447868549373502	-8.68537445357386	-16.0064434804046	-1.3643054267431	Effect size: -8.69	X217.103.0354mz.7.42min	0.1 TSBA + AA	9.51266929255652	150.731826882859	0.1 TSBA + AA, X217.103.0354mz.7.42min
437	Abiotic Control	3.05830427984394	3.33885266265096	1.92768748356603	Welch Two Sample t-test	0.0462372888642523	2.63177271088788	-0.464744498349516	5.72828992012527	Effect size: 2.63	X237.44.0387mz.7.67min	0.1 TSBA + AA	-7.08517544973246	175.947408069889	0.1 TSBA + AA, X237.44.0387mz.7.67min
438	Burkholderia sp. AD24	-4.02687116988852	1.82964608112324	1.05634665745825	Welch Two Sample t-test	0.0462372888642523	2.63177271088788	-0.464744498349516	5.72828992012527	Effect size: 2.63	X237.44.0387mz.7.67min	0.1 TSBA + AA	-7.08517544973246	175.947408069889	0.1 TSBA + AA, X237.44.0387mz.7.67min
449	Abiotic Control	3.31010867979434	0.306390957466146	0.176894901770347	Welch Two Sample t-test	0.000125126752286162	33.0627618812998	6.46647768741765	59.6590460751819	Effect size: 33.06	X258.91.0505mz.8.37min	0.1 TSBA + AA	-7.63359199905092	176.561153018708	0.1 TSBA + AA, X258.91.0505mz.8.37min
450	Burkholderia sp. AD24	-4.32348331925658	0.112860306711074	0.0651599284604621	Welch Two Sample t-test	0.000125126752286162	33.0627618812998	6.46647768741765	59.6590460751819	Effect size: 33.06	X258.91.0505mz.8.37min	0.1 TSBA + AA	-7.63359199905092	176.561153018708	0.1 TSBA + AA, X258.91.0505mz.8.37min
461	Abiotic Control	-4.66072750216119	0	0	Welch Two Sample t-test	0.00367342279105755	-13.4344481429142	-24.4380829981169	-2.43081328771149	Effect size: -13.43	X303.61.0258mz.9.71min	0.1 TSBA + AA	13.3531663336515	153.618180035696	0.1 TSBA + AA, X303.61.0258mz.9.71min
462	Burkholderia sp. AD24	8.69243883149031	1.40565721262127	0.811556570095231	Welch Two Sample t-test	0.00367342279105755	-13.4344481429142	-24.4380829981169	-2.43081328771149	Effect size: -13.43	X303.61.0258mz.9.71min	0.1 TSBA + AA	13.3531663336515	153.618180035696	0.1 TSBA + AA, X303.61.0258mz.9.71min
481	Abiotic Control	3.40159407693192	1.01101375815637	0.583709065425993	Welch Two Sample t-test	0.0110268321735247	4.51590745642347	0.245126252665415	8.78668866018153	Effect size: 4.52	X365.71.0901mz.11.86min	0.1 TSBA + AA	-3.66335889726543	1399.4848095317	0.1 TSBA + AA, X365.71.0901mz.11.86min
482	Burkholderia sp. AD24	-0.26176482033351	0.542200529162139	0.313039621466518	Welch Two Sample t-test	0.0110268321735247	4.51590745642347	0.245126252665415	8.78668866018153	Effect size: 4.52	X365.71.0901mz.11.86min	0.1 TSBA + AA	-3.66335889726543	1399.4848095317	0.1 TSBA + AA, X365.71.0901mz.11.86min
485	Abiotic Control	1.60406689535631	1.85933596964451	1.07348812258821	Welch Two Sample t-test	0.0406647642239905	2.46999339308989	-0.539693950027145	5.47968073620693	Effect size: 2.47	X375.57.0778mz.12.24min	0.1 TSBA + AA	-4.22242572726142	161.262302011875	0.1 TSBA + AA, X375.57.0778mz.12.24min
486	Burkholderia sp. AD24	-2.61835883190511	1.54517727025943	0.892108512929971	Welch Two Sample t-test	0.0406647642239905	2.46999339308989	-0.539693950027145	5.47968073620693	Effect size: 2.47	X375.57.0778mz.12.24min	0.1 TSBA + AA	-4.22242572726142	161.262302011875	0.1 TSBA + AA, X375.57.0778mz.12.24min
487	Abiotic Control	2.92772388302543	0.795856382184372	0.459487896490429	Welch Two Sample t-test	0.0184683963161333	3.47496010890836	-0.116160627805754	7.06608084562247	Effect size: 3.47	X384.71.0884mz.12.49min	0.1 TSBA + AA	-3.63528308785553	513.777937314585	0.1 TSBA + AA, X384.71.0884mz.12.49min
488	Burkholderia sp. AD24	-0.707559204830093	1.24716332229734	0.720050079851796	Welch Two Sample t-test	0.0184683963161333	3.47496010890836	-0.116160627805754	7.06608084562247	Effect size: 3.47	X384.71.0884mz.12.49min	0.1 TSBA + AA	-3.63528308785553	513.777937314585	0.1 TSBA + AA, X384.71.0884mz.12.49min
521	Abiotic Control	5.08188229698255	2.66153178260766	1.53663609114527	Welch Two Sample t-test	0.027994283967363	4.39905500739356	0.207351935209857	8.59075807957726	Effect size: 4.4	X477.57.0847mz.17.06min	0.1 TSBA + AA	-8.43099586448545	251.738129942593	0.1 TSBA + AA, X477.57.0847mz.17.06min
522	Burkholderia sp. AD24	-3.3491135675029	0.512399944254215	0.29583424574792	Welch Two Sample t-test	0.027994283967363	4.39905500739356	0.207351935209857	8.59075807957726	Effect size: 4.4	X477.57.0847mz.17.06min	0.1 TSBA + AA	-8.43099586448545	251.738129942593	0.1 TSBA + AA, X477.57.0847mz.17.06min
523	Abiotic Control	-2.87808647245846	0.960978460696545	0.554821172968582	Welch Two Sample t-test	0.0215210756824433	-4.03173418465414	-7.97901512977739	-0.0844532395308875	Effect size: -4.03	X482.135.0629mz.17.22min	0.1 TSBA + AA	7.33200620315273	164.619181450983	0.1 TSBA + AA, X482.135.0629mz.17.22min
524	Burkholderia sp. AD24	4.45391973069427	2.38556949465849	1.37730918991164	Welch Two Sample t-test	0.0215210756824433	-4.03173418465414	-7.97901512977739	-0.0844532395308875	Effect size: -4.03	X482.135.0629mz.17.22min	0.1 TSBA + AA	7.33200620315273	164.619181450983	0.1 TSBA + AA, X482.135.0629mz.17.22min
529	Abiotic Control	-2.44712055067213	1.06349692008712	0.614010233094639	Welch Two Sample t-test	0.00343105206043376	-5.3585367793567	-10.2149297921462	-0.502143766567252	Effect size: -5.36	X492.135.0610mz.17.54min	0.1 TSBA + AA	6.57400777250606	159.297005688095	0.1 TSBA + AA, X492.135.0610mz.17.54min
530	Burkholderia sp. AD24	4.12688722183393	1.37083645685627	0.791452797380923	Welch Two Sample t-test	0.00343105206043376	-5.3585367793567	-10.2149297921462	-0.502143766567252	Effect size: -5.36	X492.135.0610mz.17.54min	0.1 TSBA + AA	6.57400777250606	159.297005688095	0.1 TSBA + AA, X492.135.0610mz.17.54min
531	Abiotic Control	-2.43862096028677	0.607750579542501	0.350884960699014	Welch Two Sample t-test	0.00149433666053225	-8.15504936494881	-15.0732106502607	-1.23688807963691	Effect size: -8.16	X497.107.0320mz.17.64min	0.1 TSBA + AA	6.85893141946405	155.168544897651	0.1 TSBA + AA, X497.107.0320mz.17.64min
532	Burkholderia sp. AD24	4.42031045917729	1.02245874838316	0.590316833614302	Welch Two Sample t-test	0.00149433666053225	-8.15504936494881	-15.0732106502607	-1.23688807963691	Effect size: -8.16	X497.107.0320mz.17.64min	0.1 TSBA + AA	6.85893141946405	155.168544897651	0.1 TSBA + AA, X497.107.0320mz.17.64min
533	Abiotic Control	-3.38080308703914	1.03427414997726	0.59713845890524	Welch Two Sample t-test	0.00105523411513483	-6.97371095819119	-13.0053020228473	-0.942119893535079	Effect size: -6.97	X498.121.0452mz.17.67min	0.1 TSBA + AA	7.48693870404853	182.335397618977	0.1 TSBA + AA, X498.121.0452mz.17.67min
534	Burkholderia sp. AD24	4.1061356170094	1.11152502616564	0.64173927306774	Welch Two Sample t-test	0.00105523411513483	-6.97371095819119	-13.0053020228473	-0.942119893535079	Effect size: -6.97	X498.121.0452mz.17.67min	0.1 TSBA + AA	7.48693870404853	182.335397618977	0.1 TSBA + AA, X498.121.0452mz.17.67min
535	Abiotic Control	-3.6115588677063	1.51798572955143	0.876409469582526	Welch Two Sample t-test	0.00196831986060351	-5.89990169953022	-11.1439320723021	-0.655871326758294	Effect size: -5.9	X503.135.0632mz.17.73min	0.1 TSBA + AA	9.21264463961845	164.479620823113	0.1 TSBA + AA, X503.135.0632mz.17.73min
536	Burkholderia sp. AD24	5.60108577191215	1.60381698407033	0.925964167483898	Welch Two Sample t-test	0.00196831986060351	-5.89990169953022	-11.1439320723021	-0.655871326758294	Effect size: -5.9	X503.135.0632mz.17.73min	0.1 TSBA + AA	9.21264463961845	164.479620823113	0.1 TSBA + AA, X503.135.0632mz.17.73min
537	Abiotic Control	-2.86314062686897	0.118697646015514	0.0685301178792317	Welch Two Sample t-test	0.00680297830552032	-9.45601217508981	-17.3666952412742	-1.54532910890544	Effect size: -9.46	X506.149.0836mz.17.83min	0.1 TSBA + AA	7.5483272046079	161.110493239966	0.1 TSBA + AA, X506.149.0836mz.17.83min
538	Burkholderia sp. AD24	4.68518657773894	1.1226482558888	0.648161272742664	Welch Two Sample t-test	0.00680297830552032	-9.45601217508981	-17.3666952412742	-1.54532910890544	Effect size: -9.46	X506.149.0836mz.17.83min	0.1 TSBA + AA	7.5483272046079	161.110493239966	0.1 TSBA + AA, X506.149.0836mz.17.83min
571	Abiotic Control	-6.90347035578835	2.22886491475231	1.28683575851956	Welch Two Sample t-test	0.0124533054731999	-3.5466728039065	-7.18255178707141	0.0892061792584062	Effect size: -3.55	X603.246.0973mz.22.48min	0.1 TSBA + AA	8.30342316894992	593.12164602162	0.1 TSBA + AA, X603.246.0973mz.22.48min
572	Burkholderia sp. AD24	1.39995281316158	2.44836097098349	1.41356186567069	Welch Two Sample t-test	0.0124533054731999	-3.5466728039065	-7.18255178707141	0.0892061792584062	Effect size: -3.55	X603.246.0973mz.22.48min	0.1 TSBA + AA	8.30342316894992	593.12164602162	0.1 TSBA + AA, X603.246.0973mz.22.48min
